"ID","Registry name","Spawns"
182,"betternether:sulfuric_bone_reef","{ betternether:jungle_skeleton [weight: 0, min: 2, max: 4] }; { betternether:naga [weight: 8, min: 3, max: 5] }; { betternether:skull [weight: 2, min: 2, max: 4] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:hoglin [weight: 0, min: 1, max: 2] }; { minecraft:magma_cube [weight: 2, min: 4, max: 4] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:piglin_brute [weight: 0, min: 1, max: 1] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:flying_pig [weight: 0, min: 2, max: 4] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
183,"betterend:sulphur_springs","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:end_islands_enderman [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 50, min: 1, max: 4] }; { betterend:cubozoa [weight: 50, min: 3, max: 8] }; { betterend:end_fish [weight: 50, min: 3, max: 8] }"
184,"minecraft:sunflower_plains","{ endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:flower_fields_enderman [weight: 5, min: 1, max: 2] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:ferret [weight: 4, min: 2, max: 3] }; { friendsandfoes:moobloom [weight: 4, min: 2, max: 4] }; { hybrid-birds:rooster [weight: 5, min: 1, max: 2] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 3] }; { minecraft:horse [weight: 5, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { naturalist:deer [weight: 10, min: 1, max: 3] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:sparrow [weight: 10, min: 1, max: 4] }; { wildernature:bison [weight: 14, min: 3, max: 6] }; { wildernature:raccoon [weight: 12, min: 2, max: 3] }; { wildernature:squirrel [weight: 10, min: 2, max: 2] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { untitledduckmod:goose [weight: 4, min: 2, max: 4] }"
185,"minecraft:swamp","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:swamp_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:swamp_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 1, min: 1, max: 1] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { hybrid-birds:duck [weight: 5, min: 1, max: 3] }; { minecraft:frog [weight: 10, min: 2, max: 5] }; { naturalist:alligator [weight: 10, min: 1, max: 2] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:tortoise [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:dragonfly [weight: 10, min: 2, max: 3] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { fetzisasiandeco:koi [weight: 5, min: 2, max: 5] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { naturalist:catfish [weight: 10, min: 1, max: 1] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:betta [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:pleco [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:tiger_barb [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:fiddler_crab [weight: 3, min: 1, max: 2] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }"
186,"minecraft:taiga","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:spruce_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { hybrid-birds:goose [weight: 3, min: 1, max: 3] }; { hybrid-birds:turkey [weight: 3, min: 1, max: 3] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:wolf [weight: 8, min: 4, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:bluejay [weight: 10, min: 1, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
187,"still_life:taiga_beach","{ creeperoverhaul:beach_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
188,"still_life:taiga_highlands","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:chicken [weight: 2, min: 4, max: 4] }; { minecraft:cow [weight: 0, min: 4, max: 4] }; { minecraft:donkey [weight: 0, min: 1, max: 1] }; { minecraft:horse [weight: 0, min: 2, max: 6] }; { minecraft:pig [weight: 3, min: 4, max: 4] }; { minecraft:sheep [weight: 1, min: 4, max: 4] }; { minecraft:wolf [weight: 3, min: 3, max: 5] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:bluejay [weight: 10, min: 1, max: 4] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
189,"still_life:temperate_beach","{ creeperoverhaul:beach_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { minecraft:squid [weight: 4, min: 1, max: 2] }; { minecraft:cod [weight: 25, min: 8, max: 8] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
190,"still_life:temperate_deep_ocean","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:drowned [weight: 5, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { minecraft:squid [weight: 4, min: 1, max: 2] }; { minecraft:cod [weight: 25, min: 8, max: 8] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:anglerfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:barreleye [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:coelacanth [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:dragonfish [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:john_dory [weight: 4, min: 1, max: 2] }; { hybrid-aquatic:mackerel [weight: 5, min: 4, max: 12] }; { hybrid-aquatic:manta_ray [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:oarfish [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:ocean_sunfish [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:opah [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:ratfish [weight: 5, min: 1, max: 3] }; { hybrid-aquatic:sea_angel [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:snailfish [weight: 5, min: 1, max: 3] }; { hybrid-aquatic:tuna [weight: 3, min: 1, max: 4] }; { hybrid-aquatic:big_red_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:blue_jellyfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:cosmic_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:crown_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:firework_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:mauve_stinger [weight: 2, min: 1, max: 3] }; { hybrid-aquatic:sea_nettle [weight: 3, min: 1, max: 4] }; { hybrid-aquatic:basking_shark [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:great_white_shark [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:hammerhead_shark [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:lantern_shark [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:thresher_shark [weight: 2, min: 1, max: 1] }; { hybrid-aquatic:giant_isopod [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:spider_crab [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:sea_cucumber [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sea_cucumber [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sea_urchin [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:sea_urchin [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:starfish [weight: 2, min: 0, max: 2] }; { hybrid-aquatic:starfish [weight: 2, min: 0, max: 2] }"
191,"still_life:temperate_forest","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:ferret [weight: 4, min: 2, max: 3] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:cow [weight: 0, min: 4, max: 4] }; { minecraft:donkey [weight: 0, min: 1, max: 1] }; { minecraft:fox [weight: 10, min: 2, max: 4] }; { minecraft:fox [weight: 3, min: 1, max: 2] }; { minecraft:horse [weight: 0, min: 2, max: 6] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { minecraft:sheep [weight: 0, min: 4, max: 4] }; { minecraft:wolf [weight: 1, min: 3, max: 5] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:deer [weight: 10, min: 1, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { wildernature:boar [weight: 14, min: 4, max: 5] }; { wildernature:deer [weight: 13, min: 2, max: 4] }; { wildernature:hedgehog [weight: 13, min: 1, max: 3] }; { wildernature:owl [weight: 12, min: 2, max: 3] }; { wildernature:turkey [weight: 12, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
192,"still_life:temperate_marsh","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:swamp_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:swamp_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:donkey [weight: 0, min: 1, max: 2] }; { minecraft:frog [weight: 6, min: 2, max: 3] }; { minecraft:horse [weight: 0, min: 2, max: 6] }; { naturalist:alligator [weight: 10, min: 1, max: 2] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:tortoise [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:dragonfly [weight: 10, min: 2, max: 3] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { naturalist:catfish [weight: 10, min: 1, max: 1] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:african_butterflyfish [weight: 2, min: 1, max: 1] }; { hybrid-aquatic:betta [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:danio [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:gourami [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:pleco [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:tetra [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:tiger_barb [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:fiddler_crab [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:flower_crab [weight: 3, min: 1, max: 2] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }"
193,"still_life:temperate_mixed_forest","{ endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:dark_oak_enderman [weight: 10, min: 1, max: 4] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:ferret [weight: 4, min: 2, max: 3] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:cow [weight: 1, min: 4, max: 4] }; { minecraft:donkey [weight: 0, min: 1, max: 1] }; { minecraft:fox [weight: 10, min: 2, max: 4] }; { minecraft:fox [weight: 2, min: 1, max: 2] }; { minecraft:horse [weight: 0, min: 2, max: 6] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { minecraft:sheep [weight: 1, min: 4, max: 4] }; { minecraft:wolf [weight: 2, min: 3, max: 5] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:deer [weight: 10, min: 1, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { wildernature:boar [weight: 14, min: 4, max: 5] }; { wildernature:deer [weight: 13, min: 2, max: 4] }; { wildernature:hedgehog [weight: 13, min: 1, max: 3] }; { wildernature:owl [weight: 12, min: 2, max: 3] }; { wildernature:turkey [weight: 12, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
194,"still_life:temperate_river","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:water_buffalo [weight: 3, min: 2, max: 3] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { crittersandcompanions:dragonfly [weight: 7, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { crittersandcompanions:otter [weight: 1, min: 3, max: 5] }; { crittersandcompanions:koi_fish [weight: 4, min: 2, max: 5] }; { fetzisasiandeco:koi [weight: 5, min: 2, max: 5] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:carp [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:golden_dorado [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:shiner [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sunfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:trout [weight: 2, min: 0, max: 1] }; { hybrid-aquatic:crayfish [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:otter [weight: 1, min: 0, max: 2] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }; { untitledduckmod:goose [weight: 4, min: 2, max: 4] }"
195,"still_life:temperate_shallow_ocean","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:drowned [weight: 5, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { minecraft:squid [weight: 4, min: 1, max: 2] }; { minecraft:cod [weight: 25, min: 8, max: 8] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:barracuda [weight: 3, min: 1, max: 1] }; { hybrid-aquatic:herring [weight: 5, min: 4, max: 12] }; { hybrid-aquatic:mackerel [weight: 5, min: 4, max: 12] }; { hybrid-aquatic:needlefish [weight: 4, min: 1, max: 4] }; { hybrid-aquatic:rockfish [weight: 3, min: 1, max: 4] }; { hybrid-aquatic:sea_bass [weight: 3, min: 1, max: 3] }; { hybrid-aquatic:seadragon [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:wrasse [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:cuttlefish [weight: 3, min: 1, max: 1] }; { hybrid-aquatic:octopus [weight: 3, min: 1, max: 1] }; { hybrid-aquatic:barrel_jellyfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:blue_jellyfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:cepheidae_jellyfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:moon_jellyfish [weight: 5, min: 2, max: 5] }; { hybrid-aquatic:sea_nettle [weight: 3, min: 1, max: 4] }; { hybrid-aquatic:hammerhead_shark [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:hound_shark [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:tiger_shark [weight: 2, min: 1, max: 1] }; { hybrid-aquatic:giant_isopod [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:spider_crab [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:sea_cucumber [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sea_slug [weight: 1, min: 0, max: 2] }; { hybrid-aquatic:sea_urchin [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:starfish [weight: 2, min: 0, max: 2] }"
196,"still_life:temperate_swamp","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:swamp_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:dark_oak_enderman [weight: 10, min: 1, max: 4] }; { endermanoverhaul:swamp_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 20, min: 4, max: 4] }; { minecraft:slime [weight: 1, min: 1, max: 1] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:frog [weight: 17, min: 2, max: 5] }; { naturalist:alligator [weight: 10, min: 1, max: 2] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:tortoise [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:dragonfly [weight: 10, min: 2, max: 3] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { naturalist:catfish [weight: 10, min: 1, max: 1] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:betta [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:pleco [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:tiger_barb [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:fiddler_crab [weight: 3, min: 1, max: 2] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }"
197,"minecraft:the_end","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { minecraft:enderman [weight: 10, min: 4, max: 4] }"
198,"minecraft:the_void",""
199,"incendium:toxic_heap","{ betternether:naga [weight: 8, min: 3, max: 5] }; { minecraft:magma_cube [weight: 90, min: 1, max: 3] }; { minecraft:phantom [weight: 10, min: 1, max: 1] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
