"Mod name","Registry name","Hardness","Resistance"
"Unknown","fetzisasiandeco:cyan_roof_top_block_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_oak","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:cyan_roof_top_block_warped","1,50","3,00"
"Unknown","fetzisasiandeco:dark_oak_fence","2,00","3,00"
"Unknown","fetzisasiandeco:dark_oak_fence_extension","2,00","3,00"
"Unknown","fetzisasiandeco:dark_oak_fence_gate","2,00","3,00"
"Unknown","fetzisasiandeco:dark_oak_handrail","2,00","3,00"
"Unknown","fetzisasiandeco:dark_oak_panel","2,00","3,00"
"Unknown","fetzisasiandeco:diorite_handrail","1,50","6,00"
"Unknown","fetzisasiandeco:flat_roof_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_slab","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_slab_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_slab_long","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_slab_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_small","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_small_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_small_long","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_small_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_stairs","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_stairs_framed_block","2,00","3,00"
"Unknown","fetzisasiandeco:flat_roof_stairs_long","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_stairs_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_top_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_top_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_top_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:flat_roof_top_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:flower_lily_pad","0,00","0,00"
"Unknown","fetzisasiandeco:framed_block_fence","2,00","3,00"
"Unknown","fetzisasiandeco:framed_block_fence_extension","1,80","1,80"
"Unknown","fetzisasiandeco:framed_block_fence_gate","1,80","1,80"
"Unknown","fetzisasiandeco:gong","3,00","6,00"
"Unknown","fetzisasiandeco:gong_block","3,00","6,00"
"Unknown","fetzisasiandeco:granite_handrail","1,50","6,00"
"Unknown","fetzisasiandeco:gray_cushion","0,80","0,80"
"Unknown","fetzisasiandeco:gray_fence","1,80","1,80"
"Unknown","fetzisasiandeco:gray_fence_extension","1,80","1,80"
"Unknown","fetzisasiandeco:gray_fence_gate","1,80","1,80"
"Unknown","fetzisasiandeco:gray_flat_roof_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_slab","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_slab_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_slab_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_slab_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_small","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_small_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_small_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_small_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_stairs","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_stairs_framed_block","2,00","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_stairs_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_stairs_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_top_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_top_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_top_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_flat_roof_top_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_acacia","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_bamboo","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_birch","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_cherry","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_crimson","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_dark_oak","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_framed_block","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_jungle","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_mangrove","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_oak","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_spruce","2,00","3,00"
"Unknown","fetzisasiandeco:gray_floor_chair_warped","2,00","3,00"
"Unknown","fetzisasiandeco:gray_futon","0,20","0,20"
"Unknown","fetzisasiandeco:gray_large_cushion","0,80","0,80"
"Unknown","fetzisasiandeco:gray_mud_brick_corner","1,50","3,00"
"Unknown","fetzisasiandeco:gray_mud_brick_slab","1,50","3,00"
"Unknown","fetzisasiandeco:gray_mud_brick_slab_vertical","1,50","3,00"
"Unknown","fetzisasiandeco:gray_mud_brick_stairs","1,50","3,00"
"Unknown","fetzisasiandeco:gray_mud_brick_wall","1,50","3,00"
"Unknown","fetzisasiandeco:gray_mud_bricks","1,50","3,00"
"Unknown","fetzisasiandeco:gray_pagoda","3,50","3,50"
"Unknown","fetzisasiandeco:gray_pagoda_lantern","3,50","3,50"
"Unknown","fetzisasiandeco:gray_paper_lantern","3,50","3,50"
"Unknown","fetzisasiandeco:gray_paper_lantern_nod","3,50","3,50"
"Unknown","fetzisasiandeco:gray_roof_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_block_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_slab_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_small_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_framed_block","2,00","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_stairs_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_oak","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:gray_roof_top_block_warped","1,50","3,00"
"Unknown","fetzisasiandeco:green_cushion","0,80","0,80"
"Unknown","fetzisasiandeco:green_fence","1,80","1,80"
"Unknown","fetzisasiandeco:green_fence_extension","1,80","1,80"
"Unknown","fetzisasiandeco:green_fence_gate","1,80","1,80"
"Unknown","fetzisasiandeco:green_flat_roof_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_slab","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_slab_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_slab_long","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_slab_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_small","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_small_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_small_long","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_small_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_stairs","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_stairs_framed_block","2,00","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_stairs_long","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_stairs_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_top_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_top_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_top_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:green_flat_roof_top_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_acacia","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_bamboo","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_birch","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_cherry","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_crimson","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_dark_oak","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_framed_block","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_jungle","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_mangrove","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_oak","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_spruce","2,00","3,00"
"Unknown","fetzisasiandeco:green_floor_chair_warped","2,00","3,00"
"Unknown","fetzisasiandeco:green_futon","0,20","0,20"
"Unknown","fetzisasiandeco:green_large_cushion","0,80","0,80"
"Unknown","fetzisasiandeco:green_mud_brick_corner","1,50","3,00"
"Unknown","fetzisasiandeco:green_mud_brick_slab","1,50","3,00"
"Unknown","fetzisasiandeco:green_mud_brick_slab_vertical","1,50","3,00"
"Unknown","fetzisasiandeco:green_mud_brick_stairs","1,50","3,00"
"Unknown","fetzisasiandeco:green_mud_brick_wall","1,50","3,00"
"Unknown","fetzisasiandeco:green_mud_bricks","1,50","3,00"
"Unknown","fetzisasiandeco:green_pagoda","3,50","3,50"
"Unknown","fetzisasiandeco:green_pagoda_lantern","3,50","3,50"
"Unknown","fetzisasiandeco:green_paper_lantern","3,50","3,50"
"Unknown","fetzisasiandeco:green_paper_lantern_nod","3,50","3,50"
"Unknown","fetzisasiandeco:green_roof_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_birch","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_block_warped","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_birch","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_slab_warped","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_birch","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_birch","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_framed_block","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_long_warped","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_mangrove","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_spruce","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_small_warped","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_acacia","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_bamboo","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_birch","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_cherry","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_crimson","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_dark_oak","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_framed_block","2,00","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_jungle","1,50","3,00"
"Unknown","fetzisasiandeco:green_roof_stairs_long","1,50","3,00"
