"ID","Registry name","Tags"
14,"still_life:arid_desert","c:climate_dry, yungsextras:has_structure/desert_decorations, bettermineshafts:has_structure/better_mineshaft_desert, betterstrongholds:has_structure/stronghold, supplementaries:has_cave_urns, supplementaries:has_way_signs, farmersdelight:wild_onions_whitelist, explorify:has_structure/supply_cache/desert, betterdungeons:has_structure/skeleton_dungeon, t_and_t:has_structure/village_desert, bettermineshafts:has_structure/mineshaft, naturalist:has_snake, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, betterdeserttemples:has_structure/desert_temple, betterdeserttemples:has_structure/better_desert_temple, c:climate_hot, ae2:has_meteorites, endermanoverhaul:desert_spawns, ecologics:has_camel, minecraft:snow_golem_melts, naturalist:has_rattlesnake, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/ruined_portal_desert, minecraft:has_structure/desert_pyramid, structory:has_structure/ruins, minecraft:stronghold_biased_to, c:vegetation_sparse, yungsextras:has_structure/vanilla_desert_well, explorify:has_structure/desert_shrine, minecraft:spawns_warm_variant_frogs, betterdungeons:has_structure/small_dungeon, c:desert, structory_towers:has_structure/towers, endermanoverhaul:cave_spawns, friendsandfoes:has_desert_mauler, minecraft:is_overworld, minecraft:has_structure/pillager_outpost, supplementaries:has_wild_flax, farmersdelight:wild_potatoes_whitelist, farmersdelight:has_wild_beetroots, naturalist:has_lizard, betterstrongholds:has_structure/better_stronghold, endermanoverhaul:all_spawns, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, naturalist:has_vulture, betterdungeons:has_structure/zombie_dungeon, minecraft:is_hot, minecraft:has_structure/village_desert, naturalist:has_tortoise, minecraft:spawns_warm_variant_farm_animals, minecraft:spawns_gold_rabbits, friendsandfoes:has_rascal, loot_n_explore:has_structure/wizards_desert_structures, explorify:has_structure/ruins, creeperoverhaul:has_desert_creeper, betterdungeons:has_structure/spider_dungeon, c:in_overworld, naturalist:has_cardinal"
15,"still_life:arid_highlands","bettermineshafts:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, minecraft:is_hot, naturalist:has_bear, minecraft:has_structure/ruined_portal_desert, c:climate_hot, farmersdelight:wild_potatoes_whitelist, betterdungeons:has_structure/spider_dungeon, creeperoverhaul:has_badlands_creeper, endermanoverhaul:badlands_spawns, naturalist:has_canary, naturalist:has_robin, minecraft:has_structure/mineshaft_mesa, still_life:is_still_life, minecraft:spawns_warm_variant_frogs, naturalist:has_vulture, minecraft:spawns_gold_rabbits, galosphere:has_structure/forgotten_ruins, c:badlands, herbalbrews:mountain_biomes, bettermineshafts:has_structure/better_mineshaft_mesa, c:climate_dry, c:in_overworld, loot_n_explore:has_structure/wizards_fire_monolith, minecraft:is_mountain, minecraft:has_structure/ruined_portal_mountain, underground_bunkers:has_structure/underground_bunker_biomes, ae2:has_meteorites, structory:has_structure/ruins, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, bettermineshafts:has_structure/better_mineshaft_red_desert, structory_towers:has_structure/towers, minecraft:spawns_warm_variant_farm_animals, farm_and_charm:spawns_wild_tomatoes_and_corn, supplementaries:has_cave_urns, minecraft:has_structure/pillager_outpost, supplementaries:has_way_signs, naturalist:has_snail, naturalist:has_rattlesnake, explorify:has_structure/ruins, friendsandfoes:has_rascal, minecraft:is_badlands, minecraft:stronghold_biased_to, vinery:spawns_taiga_grape, betterdungeons:has_structure/skeleton_dungeon, meadow:spawns_rocky_sheep, friendsandfoes:has_badlands_mauler, supplementaries:has_wild_flax, bettermineshafts:has_structure/mineshaft_mesa, endermanoverhaul:cave_spawns, minecraft:snow_golem_melts, endermanoverhaul:all_spawns, minecraft:is_overworld, minecraft:has_structure/stronghold, farmersdelight:wild_carrots_whitelist, betterstrongholds:has_structure/better_stronghold, ctov:has_structure/village_mesa, betterdungeons:has_structure/small_dungeon, vinery:spawns_grape, farmersdelight:has_wild_beetroots, t_and_t:has_structure/village_badlands, candlelight:spawns_tomatoes, farmersdelight:wild_onions_whitelist, c:mountain"
16,"incendium:ash_barrens","betterdungeons:has_structure/small_nether_dungeon, c:in_nether, incendium:structure/has_castle, incendium:all_incendium_biomes, minecraft:has_structure/nether_fortress, explorify:has_structure/black_spiral, minecraft:spawns_warm_variant_farm_animals, c:climate_dry, c:climate_hot, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/bastion_remnant, minecraft:has_structure/ruined_portal_nether, forge:is_sparse/nether, betterfortresses:has_structure/better_fortress, friendsandfoes:has_structure/citadel, farmersdelight:has_wild_beetroots, minecraft:is_nether, forge:is_hot/nether"
17,"minecraft:badlands","farmersdelight:wild_onions_whitelist, bettermineshafts:has_structure/better_mineshaft_red_desert, explorify:has_structure/badlands_pyramid, c:is_sandy, structory:has_structure/ruins, farmersdelight:wild_carrots_whitelist, naturalist:has_vulture, towns_and_towers:has_structure/pillager_outpost_badlands, towns_and_towers:has_structure/village_badlands_pueblo, minecraft:has_structure/stronghold, bloomingnature:overworld, endermanoverhaul:cave_spawns, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/ruined_portal_mountain, farm_and_charm:spawns_wild_tomatoes_and_corn, minecraft:spawns_warm_variant_farm_animals, waystones:has_structure/waystone, bettermineshafts:has_structure/better_mineshaft_mesa, farmersdelight:wild_potatoes_whitelist, minecraft:is_badlands, explorify:has_structure/ruins, c:is_dry, farmersdelight:has_wild_beetroots, loot_n_explore:has_structure/wizards_fire_monolith, naturalist:has_rattlesnake, betterstrongholds:has_structure/better_stronghold, structory_towers:badlands, friendsandfoes:has_rascal, c:mesa, minecraft:snow_golem_melts, c:climate_hot, sereneseasons:tropical_biomes, supplementaries:has_way_signs, structory_towers:has_structure/towers, moremobvariants:wolf_striped_spawns, candlelight:spawns_tomatoes, c:is_dry/overworld, minecraft:is_overworld, friendsandfoes:has_badlands_mauler, creeperoverhaul:has_badlands_creeper, minecraft:stronghold_biased_to, c:in_overworld, minecraft:has_structure/mineshaft, minecraft:has_structure/trial_chambers, bettermineshafts:has_structure/mineshaft, minecraft:spawns_warm_variant_frogs, c:climate_dry, betterdungeons:has_structure/small_dungeon, endermanoverhaul:all_spawns, ae2:has_meteorites, endermanoverhaul:badlands_spawns, c:badlands, supplementaries:has_wild_flax, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/mineshaft_mesa, betterstrongholds:has_structure/stronghold, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns"
18,"minecraft:bamboo_jungle","c:vegetation_dense, herbalbrews:jungle_biomes, naturalist:has_coral_snake, naturalist:has_elephant, friendsandfoes:has_rascal, c:in_overworld, betterdungeons:has_structure/spider_dungeon, c:is_hot, farmersdelight:wild_tomatoes_whitelist, crittersandcompanions:silk_cocoon_spawns, galosphere:has_structure/forgotten_ruins, supplementaries:has_way_signs, naturalist:has_hippo, hybrid-aquatic:jungle, farm_and_charm:spawns_wild_strawberries, minecraft:is_overworld, moremobvariants:spawn_mossy_skeletons, betterjungletemples:has_structure/better_jungle_temple, c:climate_hot, minecraft:has_structure/trail_ruins, sereneseasons:tropical_biomes, elemental_wizards_rpg:has_structure/wind_wizard, minecraft:is_jungle, betterdungeons:has_structure/small_dungeon, wildernature:spawns_cassowary, minecraft:has_structure/ruined_portal_jungle, betterstrongholds:has_structure/stronghold, betterstrongholds:has_structure/better_stronghold, minecraft:stronghold_biased_to, betterdungeons:has_structure/skeleton_dungeon, ae2:has_meteorites, bakery:spawns_strawberries, minecraft:has_structure/jungle_temple, minecraft:has_structure/mineshaft, farmersdelight:wild_rice_whitelist, naturalist:has_snail, c:jungle, moremobvariants:wolf_rusty_spawns, waystones:has_structure/mossy_waystone, structory_towers:jungles, explorify:has_structure/ruins, structory:has_structure/jungle_well, betterjungletemples:has_structure/jungle_temple, farmersdelight:wild_carrots_whitelist, naturalist:has_lizard, betterdungeons:has_structure/zombie_dungeon, minecraft:has_structure/stronghold, c:is_wet/overworld, c:is_wet, structory_towers:has_structure/towers, naturalist:has_tortoise, minecraft:spawns_warm_variant_farm_animals, bettermineshafts:has_structure/better_mineshaft_jungle, creeperoverhaul:has_jungle_creeper, bettermineshafts:has_structure/mineshaft, structory:has_structure/ruins, loot_n_explore:has_structure/wizards_wind_tower, farmersdelight:wild_potatoes_whitelist, c:tree_jungle, minecraft:spawns_warm_variant_frogs, vinery:spawns_jungle_grape, c:is_rare, supplementaries:has_cave_urns, c:is_hot/overworld, c:climate_wet, naturalist:has_snake, minecraft:has_structure/trial_chambers, bloomingnature:overworld, farmersdelight:has_wild_beetroots, minecraft:increased_fire_burnout, farmersdelight:wild_onions_whitelist, underground_bunkers:has_structure/underground_bunker_biomes, supplementaries:has_wild_flax"
19,"still_life:barren_arctic_desert","farmersdelight:wild_potatoes_whitelist, supplementaries:has_wild_flax, endermanoverhaul:cave_spawns, minecraft:stronghold_biased_to, friendsandfoes:has_rascal, minecraft:spawns_white_rabbits, endermanoverhaul:all_spawns, ecologics:has_penguin, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, supplementaries:has_way_signs, minecraft:spawns_snow_foxes, minecraft:is_overworld, structory:has_structure/ruins, minecraft:spawns_cold_variant_farm_animals, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, minecraft:has_structure/village_snowy, betterdungeons:has_structure/spider_dungeon, bettermineshafts:has_structure/mineshaft, galosphere:has_structure/forgotten_ruins, structory_towers:has_structure/towers, minecraft:is_cold, ae2:has_meteorites, creeperoverhaul:has_snowy_creeper, explorify:has_structure/ruins, betterstrongholds:has_structure/stronghold, supplementaries:has_cave_urns, c:climate_cold, betterdungeons:has_structure/small_dungeon, betterdungeons:has_structure/skeleton_dungeon, c:in_overworld, endermanoverhaul:snowy_spawns, minecraft:spawns_cold_variant_frogs, still_life:is_still_life, farmersdelight:wild_carrots_whitelist"
20,"still_life:barren_caves","hybrid-aquatic:caves, farmersdelight:wild_potatoes_whitelist, betterdungeons:has_structure/skeleton_dungeon, supplementaries:has_cave_urns, farmersdelight:wild_carrots_whitelist, galosphere:has_structure/forgotten_ruins, c:cave, betterdungeons:has_structure/zombie_dungeon, betterstrongholds:has_structure/stronghold, explorify:has_structure/ruins, betterdungeons:has_structure/small_dungeon, c:in_overworld, minecraft:has_structure/trial_chambers, farmersdelight:wild_onions_whitelist, minecraft:is_overworld, ae2:has_meteorites, creeperoverhaul:has_cave_creeper, betterdungeons:has_structure/spider_dungeon, supplementaries:has_way_signs, still_life:is_still_life, structory_towers:has_structure/towers, friendsandfoes:has_rascal, structory:has_structure/ruins, supplementaries:has_wild_flax, bettermineshafts:has_structure/mineshaft, minecraft:stronghold_biased_to, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, still_life:is_caves"
21,"still_life:barren_mediterranean_highlands","farmersdelight:wild_potatoes_whitelist, underground_bunkers:has_structure/underground_bunker_biomes, vinery:spawns_grape, minecraft:stronghold_biased_to, meadow:spawns_rocky_sheep, betterstrongholds:has_structure/better_stronghold, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, supplementaries:has_wild_flax, friendsandfoes:has_rascal, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, minecraft:is_overworld, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, betterdungeons:has_structure/small_dungeon, supplementaries:has_way_signs, c:mountain, naturalist:has_snail, betterdungeons:has_structure/skeleton_dungeon, naturalist:has_robin, naturalist:has_bear, minecraft:has_structure/ruined_portal_mountain, minecraft:has_structure/pillager_outpost, vinery:spawns_taiga_grape, ae2:has_meteorites, naturalist:has_canary, minecraft:has_structure/mineshaft, farmersdelight:wild_onions_whitelist, structory_towers:has_structure/towers, explorify:has_structure/ruins, minecraft:is_mountain, c:in_overworld, herbalbrews:mountain_biomes, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/stronghold"
22,"still_life:barren_peaks","farmersdelight:wild_potatoes_whitelist, underground_bunkers:has_structure/underground_bunker_biomes, vinery:spawns_grape, minecraft:stronghold_biased_to, meadow:spawns_rocky_sheep, betterstrongholds:has_structure/better_stronghold, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, supplementaries:has_wild_flax, friendsandfoes:has_rascal, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, minecraft:is_overworld, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, betterdungeons:has_structure/small_dungeon, supplementaries:has_way_signs, c:mountain, naturalist:has_snail, betterdungeons:has_structure/skeleton_dungeon, naturalist:has_robin, naturalist:has_bear, minecraft:has_structure/ruined_portal_mountain, minecraft:has_structure/pillager_outpost, vinery:spawns_taiga_grape, ae2:has_meteorites, naturalist:has_canary, minecraft:has_structure/mineshaft, farmersdelight:wild_onions_whitelist, structory_towers:has_structure/towers, explorify:has_structure/ruins, minecraft:is_mountain, c:in_overworld, herbalbrews:mountain_biomes, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/stronghold"
23,"still_life:barren_tundra","farmersdelight:wild_potatoes_whitelist, supplementaries:has_wild_flax, endermanoverhaul:cave_spawns, minecraft:stronghold_biased_to, friendsandfoes:has_rascal, minecraft:spawns_white_rabbits, endermanoverhaul:all_spawns, ecologics:has_penguin, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, supplementaries:has_way_signs, minecraft:spawns_snow_foxes, minecraft:is_overworld, structory:has_structure/ruins, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, minecraft:has_structure/village_snowy, betterdungeons:has_structure/spider_dungeon, bettermineshafts:has_structure/mineshaft, galosphere:has_structure/forgotten_ruins, structory_towers:has_structure/towers, minecraft:is_cold, ae2:has_meteorites, creeperoverhaul:has_snowy_creeper, explorify:has_structure/ruins, t_and_t:has_structure/village_snowy, betterstrongholds:has_structure/stronghold, supplementaries:has_cave_urns, c:climate_cold, betterdungeons:has_structure/small_dungeon, betterdungeons:has_structure/skeleton_dungeon, c:in_overworld, endermanoverhaul:snowy_spawns, minecraft:spawns_cold_variant_frogs, still_life:is_still_life, farmersdelight:wild_carrots_whitelist"
24,"minecraft:basalt_deltas","minecraft:has_structure/ruined_portal_nether, c:climate_hot, c:is_hot, c:is_dry/nether, supplementaries:has_basalt_ash, farmersdelight:has_wild_beetroots, betterfortresses:has_structure/better_fortress, minecraft:spawns_warm_variant_frogs, friendsandfoes:has_structure/citadel, waystones:has_structure/blackstone_waystone, incendium:structure/has_pipeline, c:in_nether, c:is_hot/nether, loot_n_explore:has_structure/wizards_fire_tower, minecraft:spawns_warm_variant_farm_animals, incendium:structure/has_reactor, minecraft:is_nether, betterdungeons:has_structure/small_nether_dungeon, minecraft:has_structure/nether_fortress, minecraft:snow_golem_melts, c:climate_dry, c:is_dry"
25,"minecraft:beach","supplementaries:has_cave_urns, farmersdelight:wild_onions_whitelist, hybrid-aquatic:sandy_beaches, bettermineshafts:has_structure/mineshaft, naturalist:has_coral_snake, farmersdelight:wild_potatoes_whitelist, c:is_wet, towns_and_towers:has_structure/pillager_outpost_beach, farmersdelight:wild_rice_whitelist, minecraft:has_structure/trial_chambers, friendsandfoes:has_rascal, minecraft:has_structure/mineshaft, wildernature:spawns_pelican, betterdungeons:has_structure/zombie_dungeon, betterdungeons:has_structure/skeleton_dungeon, c:in_overworld, structory_towers:has_structure/towers, structory:has_structure/ruins, farmersdelight:has_wild_beetroots, minecraft:has_structure/ruined_portal_standard, hybrid-aquatic:bottle_spawn_biomes, herbalbrews:savanna_biomes, supplementaries:has_way_signs, betterdungeons:has_structure/small_dungeon, bloomingnature:overworld, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:is_overworld, bloomingnature:beach, farmersdelight:wild_carrots_whitelist, c:is_sandy, supplementaries:has_wild_flax, minecraft:is_beach, wildernature:spawns_flamingo, structory_towers:beaches, minecraft:has_structure/stronghold, towns_and_towers:has_structure/village_beach_lighthouse, betterstrongholds:has_structure/stronghold, farmersdelight:has_wild_cabbage, minecraft:has_structure/shipwreck_beached, ctov:has_structure/village_beach, minecraft:has_structure/buried_treasure, waystones:has_structure/waystone, friendsandfoes:has_crab, c:is_wet/overworld, ae2:has_meteorites, c:beach, explorify:has_structure/ruins"
26,"minecraft:birch_forest","waystones:has_structure/waystone, naturalist:has_snail, moremobvariants:wolf_woods_spawns, naturalist:has_bear, c:forest, minecraft:is_forest, bloomingnature:overworld, farm_and_charm:spawns_wild_flowers, explorify:has_structure/ruins, ecologics:has_squirrel, minecraft:has_structure/trial_chambers, c:in_overworld, meadow:spawns_buffalo, naturalist:has_firefly, c:tree_deciduous, minecraft:has_structure/stronghold, wildernature:spawns_turkey, wildernature:spawns_hedgehog, farm_and_charm:spawns_wild_strawberries, underground_bunkers:has_structure/underground_bunker_biomes, farm_and_charm:spawns_wild_potatoes, farmersdelight:wild_potatoes_whitelist, naturalist:has_boar, farm_and_charm:spawns_wild_emmer, wildernature:spawns_deer, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, minecraft:has_structure/ruined_portal_standard, towns_and_towers:has_structure/pillager_outpost_birch_forest, naturalist:has_snake, bakery:spawns_strawberries, candlelight:spawns_rose, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, betterdungeons:has_structure/small_dungeon, meadow:spawns_umbra_cow, supplementaries:has_way_signs, hybrid-birds:rooster_spawn_biomes, c:climate_temperate, betterdungeons:has_structure/skeleton_dungeon, explorify:has_structure/supply_cache/birch, ae2:has_meteorites, naturalist:has_robin, farm_and_charm:spawns_wild_crops, minecraft:has_structure/pillager_outpost, wildernature:spawns_owl, structory_towers:birch_biomes, crittersandcompanions:silk_cocoon_spawns, minecraft:has_structure/trail_ruins, towns_and_towers:has_structure/village_birch_forest_romanian, minecraft:has_structure/mineshaft, naturalist:has_finch, structory_towers:has_structure/towers, farmersdelight:wild_onions_whitelist, c:birch_forest, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, naturalist:has_cardinal, wildernature:spawns_boar, vinery:spawns_grape, minecraft:stronghold_biased_to, bettermineshafts:has_structure/better_mineshaft_overgrown, betterstrongholds:has_structure/better_stronghold, structory:has_structure/chapel, naturalist:has_butterfly, friendsandfoes:has_rascal, supplementaries:has_wild_flax, structory:has_structure/outcast_villager_grassy, naturalist:has_deer, explorify:has_structure/mausoleum, naturalist:has_lizard, bloomingnature:birch, farmersdelight:wild_carrots_whitelist, minecraft:is_overworld, wildernature:spawns_patch_hazelnut_bush"
27,"still_life:birch_forest","meadow:spawns_umbra_cow, bettermineshafts:has_structure/better_mineshaft_overgrown, minecraft:is_overworld, supplementaries:has_cave_urns, vinery:spawns_grape, ecologics:has_squirrel, naturalist:has_butterfly, supplementaries:has_wild_flax, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, naturalist:has_firefly, bakery:spawns_strawberries, structory:has_structure/ruins, friendsandfoes:has_rascal, naturalist:has_snail, minecraft:has_structure/ruined_portal_standard, farm_and_charm:spawns_wild_strawberries, farm_and_charm:spawns_wild_flowers, meadow:spawns_buffalo, minecraft:has_structure/trail_ruins, farm_and_charm:spawns_wild_potatoes, betterdungeons:has_structure/skeleton_dungeon, towns_and_towers:has_structure/village_birch_forest_romanian, underground_bunkers:has_structure/underground_bunker_biomes, bettermineshafts:has_structure/mineshaft, supplementaries:has_way_signs, naturalist:has_bear, explorify:has_structure/ruins, naturalist:has_finch, naturalist:has_lizard, naturalist:has_robin, betterdungeons:has_structure/zombie_dungeon, minecraft:stronghold_biased_to, minecraft:has_structure/pillager_outpost, explorify:has_structure/mausoleum, farmersdelight:wild_onions_whitelist, crittersandcompanions:silk_cocoon_spawns, wildernature:spawns_owl, farmersdelight:wild_carrots_whitelist, naturalist:has_snake, naturalist:has_cardinal, c:in_overworld, betterdungeons:has_structure/spider_dungeon, still_life:is_still_life, betterdungeons:has_structure/small_dungeon, wildernature:spawns_deer, galosphere:has_structure/forgotten_ruins, wildernature:spawns_hedgehog, betterstrongholds:has_structure/stronghold, farm_and_charm:spawns_wild_crops, structory_towers:has_structure/towers, farm_and_charm:spawns_wild_emmer, wildernature:spawns_boar, c:forest, wildernature:spawns_turkey, minecraft:is_forest, betterstrongholds:has_structure/better_stronghold, ae2:has_meteorites, farmersdelight:wild_potatoes_whitelist, towns_and_towers:has_structure/pillager_outpost_birch_forest, naturalist:has_boar, naturalist:has_deer"
28,"betterend:blossoming_spires","endermanoverhaul:end_spawns, minecraft:spawns_cold_variant_farm_animals, c:in_the_end, minecraft:is_end, minecraft:spawns_cold_variant_frogs, endermanoverhaul:end_islands_spawns, c:is_end_highland"
29,"still_life:bog","endermanoverhaul:cave_spawns, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, naturalist:has_alligator, structory_towers:has_structure/towers, explorify:has_structure/ruins, meadow:spawns_water_buffalo, naturalist:has_catfish, naturalist:has_bass, minecraft:spawns_cold_variant_frogs, naturalist:has_firefly, minecraft:has_structure/ruined_portal_swamp, betterwitchhuts:has_structure/witch_circle, farmersdelight:wild_potatoes_whitelist, minecraft:has_structure/swamp_hut, c:climate_wet, c:swamp, endermanoverhaul:all_spawns, yungsextras:has_structure/swamp_structures, betterstrongholds:has_structure/stronghold, supplementaries:has_wild_flax, minecraft:is_swamp, naturalist:has_lizard, naturalist:has_snake, minecraft:water_on_map_outlines, minecraft:spawns_cold_variant_farm_animals, naturalist:has_dragonfly, c:in_overworld, betterwitchhuts:has_structure/better_witch_hut, t_and_t:has_structure/village_swamp, supplementaries:has_way_signs, betterdungeons:has_structure/skeleton_dungeon, naturalist:has_tortoise, minecraft:allows_surface_slime_spawns, bettermineshafts:has_structure/mineshaft, friendsandfoes:has_rascal, ribbits:has_structure/ribbit_village, minecraft:has_structure/mineshaft, farmersdelight:wild_onions_whitelist, minecraft:is_overworld, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, naturalist:has_cardinal, minecraft:has_structure/stronghold, betterdungeons:has_structure/small_dungeon, minecraft:has_closer_water_fog, minecraft:stronghold_biased_to, naturalist:has_snail, untitledduckmod:duck_spawn, ae2:has_meteorites, naturalist:has_duck, endermanoverhaul:swamp_spawns, naturalist:has_butterfly, structory:has_structure/ruins, betterwitchhuts:has_structure/witch_hut"
30,"betternether:bone_reef","betterdungeons:has_structure/small_nether_dungeon, minecraft:is_nether, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, betternether:has_structure/ghast_hive, c:climate_hot, minecraft:has_structure/nether_fortress, betternether:has_structure/nether_city, betternether:has_structure/pyramid, betternether:biome, friendsandfoes:has_structure/citadel, c:in_nether, farmersdelight:has_wild_beetroots, betternether:has_structure/nether_decorations, minecraft:spawns_warm_variant_farm_animals, minecraft:spawns_warm_variant_frogs, c:climate_dry"
31,"still_life:boreal_alpine_tundra","minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, vinery:spawns_grape, naturalist:has_canary, farmersdelight:wild_onions_whitelist, betterdungeons:has_structure/small_dungeon, vinery:spawns_taiga_grape, herbalbrews:mountain_biomes, minecraft:has_structure/pillager_outpost, betterdungeons:has_structure/zombie_dungeon, minecraft:has_structure/ruined_portal_mountain, still_life:is_still_life, creeperoverhaul:has_snowy_creeper, minecraft:is_mountain, naturalist:has_bear, c:in_overworld, ae2:has_meteorites, farmersdelight:wild_carrots_whitelist, naturalist:has_robin, minecraft:spawns_cold_variant_frogs, meadow:spawns_rocky_sheep, betterdungeons:has_structure/skeleton_dungeon, structory:has_structure/ruins, supplementaries:has_cave_urns, naturalist:has_snail, minecraft:is_cold, minecraft:is_overworld, betterstrongholds:has_structure/better_stronghold, betterstrongholds:has_structure/stronghold, ecologics:has_penguin, betterdungeons:has_structure/spider_dungeon, c:climate_cold, farmersdelight:wild_potatoes_whitelist, underground_bunkers:has_structure/underground_bunker_biomes, minecraft:spawns_cold_variant_farm_animals, explorify:has_structure/ruins, bettermineshafts:has_structure/mineshaft, galosphere:has_structure/forgotten_ruins, structory_towers:has_structure/towers, c:mountain, friendsandfoes:has_rascal, supplementaries:has_wild_flax, supplementaries:has_way_signs, minecraft:stronghold_biased_to"
