"ID","Name","Description","Parent"
"extshape_blockus:recipes/building_blocks/white_oak_mosaic_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/white_oak_mosaic_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_mosaic_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_oak_mosaic_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_mosaic_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_mosaic_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_mosaic_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_mosaic_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_mosaic_vertical_stairs","extshape_blockus:recipes/building_blocks/white_oak_mosaic_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/white_oak_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_oak_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/white_oak_small_logs_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_oak_small_logs_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_small_logs_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_slab","extshape_blockus:recipes/building_blocks/white_oak_small_logs_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_small_logs_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_stairs","extshape_blockus:recipes/building_blocks/white_oak_small_logs_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/white_oak_small_logs_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_oak_small_logs_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_small_logs_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_small_logs_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_small_logs_vertical_stairs","extshape_blockus:recipes/building_blocks/white_oak_small_logs_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/white_oak_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_oak_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_vertical_stairs","extshape_blockus:recipes/building_blocks/white_oak_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/white_oak_wood_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_oak_wood_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_wood_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_slab","extshape_blockus:recipes/building_blocks/white_oak_wood_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_wood_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_stairs","extshape_blockus:recipes/building_blocks/white_oak_wood_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/white_oak_wood_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_oak_wood_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_wood_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_vertical_slab","extshape_blockus:recipes/building_blocks/white_oak_wood_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_oak_wood_vertical_stairs","extshape_blockus:recipes/building_blocks/white_oak_wood_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/white_patterned_wool_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_patterned_wool_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_patterned_wool_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_patterned_wool_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/white_patterned_wool_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_patterned_wool_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_patterned_wool_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_vertical_slab","extshape_blockus:recipes/building_blocks/white_patterned_wool_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_patterned_wool_vertical_stairs","extshape_blockus:recipes/building_blocks/white_patterned_wool_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_button_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_button_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_fence_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_fence_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_fence_gate_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_fence_gate_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_pressure_plate_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_pressure_plate_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_white_terracotta_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_quarter_piece_from_white_terracotta_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_shingles_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/white_shingles_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_vertical_stairs_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_vertical_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_white_terracotta_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_vertical_quarter_piece_from_white_terracotta_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_slab","extshape_blockus:recipes/building_blocks/white_shingles_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_slab_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_vertical_slab_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_vertical_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_slab_from_white_terracotta_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_vertical_slab_from_white_terracotta_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_stairs","extshape_blockus:recipes/building_blocks/white_shingles_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_stairs_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_vertical_stairs_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_vertical_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_vertical_stairs_from_white_terracotta_stonecutting","extshape_blockus:recipes/building_blocks/white_shingles_vertical_stairs_from_white_terracotta_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_shingles_wall_from_dyeing","extshape_blockus:recipes/building_blocks/white_shingles_wall_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_fence_from_dyeing","extshape_blockus:recipes/building_blocks/white_stone_brick_fence_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_fence_gate_from_dyeing","extshape_blockus:recipes/building_blocks/white_stone_brick_fence_gate_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_pressure_plate_from_dyeing","extshape_blockus:recipes/building_blocks/white_stone_brick_pressure_plate_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_dyeing","extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_stone_brick_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/white_stone_brick_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_dyeing","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_slab","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_slab_from_dyeing","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_slab_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_stairs","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_stairs_from_dyeing","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_stairs_from_dyeing","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/white_stone_brick_vertical_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_yellow_concrete_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_quarter_piece_from_yellow_concrete_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_yellow_concrete_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_quarter_piece_from_yellow_concrete_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_slab_from_yellow_concrete_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_slab_from_yellow_concrete_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_stairs","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_stairs_from_yellow_concrete_stonecutting","extshape_blockus:recipes/building_blocks/yellow_concrete_brick_vertical_stairs_from_yellow_concrete_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_gingham_wool_vertical_stairs","extshape_blockus:recipes/building_blocks/yellow_gingham_wool_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/yellow_glazed_terracotta_pillar_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
